,file,age
40,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1330.png,001
41,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1336.png,001
42,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1342.png,001
43,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1354.png,001
44,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1361.png,001
45,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1364.png,001
46,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1371.png,001
47,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1373.png,001
48,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1404.png,001
49,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1405.png,001
50,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1409.png,001
51,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1414.png,001
52,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1415.png,001
53,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1417.png,001
54,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1419.png,001
55,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1422.png,001
56,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1423.png,001
57,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1425.png,001
58,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1430.png,001
59,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1438.png,001
60,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1440.png,001
61,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1450.png,001
62,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\146.png,001
63,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1493.png,001
64,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1501.png,001
65,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1503.png,001
66,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1523.png,001
67,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\153.png,001
68,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1532.png,001
69,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1545.png,001
70,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1570.png,001
71,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1573.png,001
72,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1574.png,001
73,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1578.png,001
74,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1598.png,001
75,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\16.png,001
76,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1601.png,001
77,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1609.png,001
78,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\161.png,001
79,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1615.png,001
80,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1624.png,001
81,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1629.png,001
82,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1639.png,001
83,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1647.png,001
84,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1648.png,001
85,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1649.png,001
86,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1657.png,001
87,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\166.png,001
88,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1681.png,001
89,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1683.png,001
90,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\169.png,001
91,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1695.png,001
92,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1700.png,001
93,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1718.png,001
94,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1722.png,001
95,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1724.png,001
96,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\174.png,001
97,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1740.png,001
98,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1753.png,001
99,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1760.png,001
100,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1762.png,001
101,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1764.png,001
102,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1774.png,001
103,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1776.png,001
104,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1786.png,001
105,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1790.png,001
106,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1792.png,001
107,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1795.png,001
108,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\18.png,001
109,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1816.png,001
110,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1851.png,001
111,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\186.png,001
112,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1870.png,001
113,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1871.png,001
114,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\190.png,001
115,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1900.png,001
116,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1903.png,001
117,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1905.png,001
118,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1906.png,001
119,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1912.png,001
120,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1916.png,001
121,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1926.png,001
122,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1927.png,001
123,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1933.png,001
124,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1934.png,001
125,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\194.png,001
126,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1944.png,001
127,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1945.png,001
128,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1947.png,001
129,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\196.png,001
130,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1963.png,001
131,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1972.png,001
132,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1980.png,001
133,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1982.png,001
134,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1992.png,001
135,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\1994.png,001
136,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\200.png,001
137,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2022.png,001
138,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2024.png,001
139,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2025.png,001
140,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2026.png,001
141,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2027.png,001
142,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2032.png,001
143,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2036.png,001
144,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2042.png,001
145,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2050.png,001
146,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2057.png,001
147,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2071.png,001
148,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2072.png,001
149,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2076.png,001
150,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2080.png,001
151,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2090.png,001
152,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2097.png,001
153,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2098.png,001
154,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2099.png,001
155,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2102.png,001
156,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\211.png,001
157,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2122.png,001
158,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2123.png,001
159,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\213.png,001
160,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2141.png,001
161,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2142.png,001
162,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2158.png,001
163,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2159.png,001
164,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2166.png,001
165,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2169.png,001
166,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2170.png,001
167,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\218.png,001
168,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2181.png,001
169,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2184.png,001
170,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2191.png,001
171,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2200.png,001
172,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2213.png,001
173,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2220.png,001
174,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2228.png,001
175,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2244.png,001
176,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2246.png,001
177,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2255.png,001
178,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2271.png,001
179,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2277.png,001
180,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\229.png,001
181,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2291.png,001
182,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2293.png,001
183,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2294.png,001
184,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2298.png,001
185,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2302.png,001
186,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2304.png,001
187,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2317.png,001
188,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2348.png,001
189,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2398.png,001
190,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2400.png,001
191,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2401.png,001
192,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2402.png,001
193,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2404.png,001
194,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2405.png,001
195,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\241.png,001
196,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2417.png,001
197,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2431.png,001
198,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2445.png,001
199,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2452.png,001
200,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2456.png,001
201,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2461.png,001
202,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2463.png,001
203,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2475.png,001
204,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\248.png,001
205,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2499.png,001
206,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2538.png,001
207,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2549.png,001
208,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2571.png,001
209,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2598.png,001
210,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2601.png,001
211,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2608.png,001
212,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2619.png,001
213,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2620.png,001
214,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2621.png,001
215,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2630.png,001
216,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2635.png,001
217,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2658.png,001
218,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2664.png,001
219,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2672.png,001
220,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2674.png,001
221,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\268.png,001
222,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2686.png,001
223,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2705.png,001
224,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2715.png,001
225,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2718.png,001
226,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2725.png,001
227,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2734.png,001
228,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2735.png,001
229,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2738.png,001
230,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2751.png,001
231,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2757.png,001
232,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2764.png,001
233,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\277.png,001
234,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2773.png,001
235,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2774.png,001
236,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\278.png,001
237,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2782.png,001
238,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2801.png,001
239,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2808.png,001
240,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2810.png,001
241,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2823.png,001
242,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2827.png,001
243,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2829.png,001
244,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2834.png,001
245,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2846.png,001
246,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2881.png,001
247,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2886.png,001
248,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2910.png,001
249,C:\Users\avasenin\.cache\kagglehub\datasets\frabbisw\facial-age\versions\1\face_age\001\2913.png,001
